CONFIG_ID,GLOBAL_CONFIG_ID,FAILURE ID,FAILURE DESCRIPTION
5,C512,F2,BlockEditorTests.publishSimplePost
6,C128,F2,BlockEditorTests.publishSimplePost
7,C64,F2,BlockEditorTests.publishSimplePost
8,C32,F2,BlockEditorTests.publishSimplePost
9,C16,F2,BlockEditorTests.publishSimplePost
10,C8,F2,BlockEditorTests.publishSimplePost
11,C4,F2,BlockEditorTests.publishSimplePost
12,C2,F2,BlockEditorTests.publishSimplePost
13,C1,F2,BlockEditorTests.publishSimplePost
0,C8192,F5,BlockEditorTests.blockEditorCanDisplayElementAddedInHtmlMode
2,C1024,F5,BlockEditorTests.blockEditorCanDisplayElementAddedInHtmlMode
4,C256,F5,BlockEditorTests.blockEditorCanDisplayElementAddedInHtmlMode
5,C512,F5,BlockEditorTests.blockEditorCanDisplayElementAddedInHtmlMode
6,C128,F5,BlockEditorTests.blockEditorCanDisplayElementAddedInHtmlMode
7,C64,F5,BlockEditorTests.blockEditorCanDisplayElementAddedInHtmlMode
8,C32,F5,BlockEditorTests.blockEditorCanDisplayElementAddedInHtmlMode
9,C16,F5,BlockEditorTests.blockEditorCanDisplayElementAddedInHtmlMode
10,C8,F5,BlockEditorTests.blockEditorCanDisplayElementAddedInHtmlMode
11,C4,F5,BlockEditorTests.blockEditorCanDisplayElementAddedInHtmlMode
12,C2,F5,BlockEditorTests.blockEditorCanDisplayElementAddedInHtmlMode
13,C1,F5,BlockEditorTests.blockEditorCanDisplayElementAddedInHtmlMode
0,C8192,F6,BlockEditorTests.publishFullPost
2,C1024,F6,BlockEditorTests.publishFullPost
4,C256,F6,BlockEditorTests.publishFullPost
5,C512,F6,BlockEditorTests.publishFullPost
6,C128,F6,BlockEditorTests.publishFullPost
7,C64,F6,BlockEditorTests.publishFullPost
8,C32,F6,BlockEditorTests.publishFullPost
9,C16,F6,BlockEditorTests.publishFullPost
10,C8,F6,BlockEditorTests.publishFullPost
11,C4,F6,BlockEditorTests.publishFullPost
12,C2,F6,BlockEditorTests.publishFullPost
13,C1,F6,BlockEditorTests.publishFullPost
0,C8192,F7,LoginTests.loginWithEmailPassword
2,C1024,F7,LoginTests.loginWithEmailPassword
4,C256,F7,LoginTests.loginWithEmailPassword
5,C512,F7,LoginTests.loginWithEmailPassword
6,C128,F7,LoginTests.loginWithEmailPassword
7,C64,F7,LoginTests.loginWithEmailPassword
8,C32,F7,LoginTests.loginWithEmailPassword
9,C16,F7,LoginTests.loginWithEmailPassword
10,C8,F7,LoginTests.loginWithEmailPassword
11,C4,F7,LoginTests.loginWithEmailPassword
12,C2,F7,LoginTests.loginWithEmailPassword
13,C1,F7,LoginTests.loginWithEmailPassword
0,C8192,F8,LoginTests.loginWithSelfHostedAccount
2,C1024,F8,LoginTests.loginWithSelfHostedAccount
4,C256,F8,LoginTests.loginWithSelfHostedAccount
5,C512,F8,LoginTests.loginWithSelfHostedAccount
6,C128,F8,LoginTests.loginWithSelfHostedAccount
7,C64,F8,LoginTests.loginWithSelfHostedAccount
8,C32,F8,LoginTests.loginWithSelfHostedAccount
9,C16,F8,LoginTests.loginWithSelfHostedAccount
10,C8,F8,LoginTests.loginWithSelfHostedAccount
11,C4,F8,LoginTests.loginWithSelfHostedAccount
12,C2,F8,LoginTests.loginWithSelfHostedAccount
13,C1,F8,LoginTests.loginWithSelfHostedAccount
0,C8192,F9,LoginTests.loginWithSiteAddress
2,C1024,F9,LoginTests.loginWithSiteAddress
4,C256,F9,LoginTests.loginWithSiteAddress
5,C512,F9,LoginTests.loginWithSiteAddress
6,C128,F9,LoginTests.loginWithSiteAddress
7,C64,F9,LoginTests.loginWithSiteAddress
8,C32,F9,LoginTests.loginWithSiteAddress
9,C16,F9,LoginTests.loginWithSiteAddress
10,C8,F9,LoginTests.loginWithSiteAddress
11,C4,F9,LoginTests.loginWithSiteAddress
12,C2,F9,LoginTests.loginWithSiteAddress
13,C1,F9,LoginTests.loginWithSiteAddress
