CONFIG_ID,GLOBAL_CONFIG_ID,FAILURE ID,FAILURE DESCRIPTION
5,C512,F6,MainScreenTest.verifyClickingPhraseUpdatesCurrentText
5,C512,F7,MainScreenTest.verifyDefaultTextAppears
6,C128,F1,KeyboardScreenTest.verifyBackspaceRemovesLetters
6,C128,F2,KeyboardScreenTest.verifyClearResetsInput
6,C128,F3,KeyboardScreenTest.verifyKeyboardButtonBringsUpKeyboard
6,C128,F4,KeyboardScreenTest.verifyPhraseAppearsWhenTyped
6,C128,F5,KeyboardScreenTest.verifyPresetsButtonReturnsToHome
6,C128,F6,MainScreenTest.verifyClickingPhraseUpdatesCurrentText
6,C128,F7,MainScreenTest.verifyDefaultTextAppears
8,C32,F1,KeyboardScreenTest.verifyBackspaceRemovesLetters
8,C32,F2,KeyboardScreenTest.verifyClearResetsInput
8,C32,F3,KeyboardScreenTest.verifyKeyboardButtonBringsUpKeyboard
8,C32,F4,KeyboardScreenTest.verifyPhraseAppearsWhenTyped
8,C32,F5,KeyboardScreenTest.verifyPresetsButtonReturnsToHome
8,C32,F6,MainScreenTest.verifyClickingPhraseUpdatesCurrentText
8,C32,F7,MainScreenTest.verifyDefaultTextAppears
9,C16,F1,KeyboardScreenTest.verifyBackspaceRemovesLetters
9,C16,F2,KeyboardScreenTest.verifyClearResetsInput
9,C16,F3,KeyboardScreenTest.verifyKeyboardButtonBringsUpKeyboard
9,C16,F4,KeyboardScreenTest.verifyPhraseAppearsWhenTyped
9,C16,F5,KeyboardScreenTest.verifyPresetsButtonReturnsToHome
9,C16,F6,MainScreenTest.verifyClickingPhraseUpdatesCurrentText
9,C16,F7,MainScreenTest.verifyDefaultTextAppears
10,C8,F1,KeyboardScreenTest.verifyBackspaceRemovesLetters
10,C8,F2,KeyboardScreenTest.verifyClearResetsInput
10,C8,F3,KeyboardScreenTest.verifyKeyboardButtonBringsUpKeyboard
10,C8,F4,KeyboardScreenTest.verifyPhraseAppearsWhenTyped
10,C8,F5,KeyboardScreenTest.verifyPresetsButtonReturnsToHome
10,C8,F6,MainScreenTest.verifyClickingPhraseUpdatesCurrentText
10,C8,F7,MainScreenTest.verifyDefaultTextAppears
11,C4,F1,KeyboardScreenTest.verifyBackspaceRemovesLetters
11,C4,F2,KeyboardScreenTest.verifyClearResetsInput
11,C4,F3,KeyboardScreenTest.verifyKeyboardButtonBringsUpKeyboard
11,C4,F4,KeyboardScreenTest.verifyPhraseAppearsWhenTyped
11,C4,F5,KeyboardScreenTest.verifyPresetsButtonReturnsToHome
11,C4,F6,MainScreenTest.verifyClickingPhraseUpdatesCurrentText
11,C4,F7,MainScreenTest.verifyDefaultTextAppears
12,C2,F1,KeyboardScreenTest.verifyBackspaceRemovesLetters
12,C2,F2,KeyboardScreenTest.verifyClearResetsInput
12,C2,F3,KeyboardScreenTest.verifyKeyboardButtonBringsUpKeyboard
12,C2,F4,KeyboardScreenTest.verifyPhraseAppearsWhenTyped
12,C2,F5,KeyboardScreenTest.verifyPresetsButtonReturnsToHome
12,C2,F6,MainScreenTest.verifyClickingPhraseUpdatesCurrentText
12,C2,F7,MainScreenTest.verifyDefaultTextAppears
13,C1,F1,KeyboardScreenTest.verifyBackspaceRemovesLetters
13,C1,F2,KeyboardScreenTest.verifyClearResetsInput
13,C1,F3,KeyboardScreenTest.verifyKeyboardButtonBringsUpKeyboard
13,C1,F4,KeyboardScreenTest.verifyPhraseAppearsWhenTyped
13,C1,F5,KeyboardScreenTest.verifyPresetsButtonReturnsToHome
13,C1,F6,MainScreenTest.verifyClickingPhraseUpdatesCurrentText
13,C1,F7,MainScreenTest.verifyDefaultTextAppears
